Standard,1,2,3,4
KH.1: Self-directed learning,No attempt has been made to depict financial progress or goals.,"Vocabulary related to financial goals has been used and understood, but is not applied effectively to solving financial problems.","All of 2, plus financial problems have been analyzed successfully.","Student has created a functioning board game that demonstrates full understanding of financial literacy concepts."
